A,C,D,G,H,J,K,M,N,R,W,Z,a,b,fraud
-0.995676868,1.81107613,-0.519344062,0.041700669,0.611548368,-1.048302239,0.866321896,0.035655874,0.490319668,0.534290884,-0.216926727,-0.426714331,-0.049621296,0.002998415,0
2.065952249,-0.911421186,0.61858402,0.113352856,-0.434330423,-0.306524887,0.269402241,2.024729311,1.646307037,-0.638835204,0.349660652,0.155756951,-0.095250326,-0.065655055,0
-0.410927449,1.724462889,0.161901752,0.687344067,-0.204734141,-0.713757756,0.716425243,2.680904006,1.37588394,-0.200758406,-0.019114724,0.029471478,0.244613565,0.116806157,0
-1.833981463,0.282851138,-1.784252939,-0.581700564,1.258278698,0.089044226,-0.628662817,0.127548507,-0.045343482,1.666731785,-0.371549075,-0.555345561,-0.459475884,-0.136756362,0
1.154670219,0.653590152,0.408599715,-0.328911593,-0.061966796,-0.165986818,-0.880669864,1.549027512,-0.299369032,0.141282452,-0.113571106,0.433003475,-0.012163294,0.031845689,0
-4.522819976,-6.827460518,4.053222087,-4.265691735,3.413351251,-3.546387943,2.796216224,0.205318971,-3.8157984,-0.740537973,-0.268829548,-0.09352331,0.531610302,0.214250364,1
2.058061225,-1.984987621,0.322995664,0.138998095,-0.148390063,-0.359175396,-1.236571214,-0.902486861,-0.658297142,0.006730855,0.260406241,0.20599693,-0.075721204,-0.033352639,0
-0.277046753,0.331266769,-1.114806957,0.907537039,-0.029167385,-0.610980588,0.289162903,-0.663269298,0.465650705,-0.182416289,0.061573877,-0.020890096,0.122391616,0.193423765,0
0.971414085,1.030953842,0.08785172,-0.882761542,0.503798606,-0.378355355,1.241615023,-0.820569406,-0.15340086,-0.954900477,0.086696587,0.980240816,-0.019491143,0.005840653,0
-0.912222199,2.939091554,4.845072899,-1.094241339,0.536793898,1.092749206,-0.173452229,2.671814301,-0.095555912,1.507295462,-0.126551686,0.477245924,-0.087599885,0.081843162,0
-0.368510861,1.35009219,-0.163841482,0.721252671,-0.054492042,-0.322291506,-0.812736221,0.513343352,0.032226518,-0.225693558,-0.096693486,0.103229072,0.267744361,0.116179107,0
-6.325531793,-3.700830257,-3.037404312,-1.962694375,3.433786736,3.141380855,-0.677289774,0.289040371,0.640043492,0.034881817,0.331380682,0.789097403,0.927254826,0.814325858,0
-1.142786464,2.352490394,1.149788856,0.227167572,0.489452534,-0.88871082,-0.472040282,0.8081249,-0.094291442,0.2259314,0.090253111,-0.290916913,-0.034875216,0.044476643,0
0.882762437,-1.116857299,1.219808677,-0.598945054,0.103808292,-1.642415429,2.474584786,-0.252441922,-2.410313791,-0.762566185,-0.037571023,0.383484921,0.183614763,0.127336016,1
1.237943612,0.168590718,0.507413736,-0.087817873,0.017893721,-0.085502879,1.17482888,-0.733384208,0.07452097,0.419392142,0.08762576,0.100878889,-0.033258229,0.015099606,0
1.563177342,-2.231313315,-1.59968997,-1.093315306,0.889530027,0.521581642,-0.080736135,0.043721211,-0.265503663,-1.929496887,0.200789809,-0.584048677,-0.02801682,0.002744182,0
-9.221435909,-11.12531294,7.517753304,-14.64998655,-10.68147448,-11.55893409,6.057552982,0.426541128,-7.385940794,-3.979928286,1.101431579,0.104621125,-0.914361714,0.046380673,1
-1.504982506,2.041484491,-0.194838797,0.570658797,0.162855436,-0.849787859,-1.61363144,-0.87407953,-0.569835928,-0.204152104,0.070178639,0.216572615,0.191397056,0.137069185,0
-0.943488889,-0.752110093,-0.104462731,-0.173789387,0.794323483,-1.076008862,-0.76826125,0.472709313,-1.97767151,-1.080118401,0.188016491,0.630061278,-0.666547243,-0.749014005,0
2.021320779,-1.592460187,0.588856001,0.33747477,-0.348543137,-0.629088741,-0.302814465,0.501599796,-0.997281569,-0.255654781,0.259859929,-0.578265788,0.009933622,-0.021229996,0
-0.611441777,2.160278228,0.651526919,0.375511668,-0.406839544,0.084172115,0.794921896,2.59075165,0.960097397,0.289702827,-0.017626907,0.193485905,-0.20572324,-0.008325989,0
-0.552414698,1.198641409,0.000500407,0.713271312,-0.073665078,-0.208929607,-0.153171667,0.324152475,-0.541124245,-0.181289564,-0.0118504,0.075701221,0.352835744,0.158440495,0
-0.720688396,-0.441749664,-0.606948037,0.985630916,0.635255627,-0.924229459,-0.470426971,-0.279174492,0.599621873,-2.033991239,0.631557368,0.236341661,0.111660557,0.034898397,0
1.331863033,-0.120428449,-0.272668353,-0.195389392,0.006985385,0.06013039,0.301599255,-0.08702944,0.38487304,0.589816655,-0.224122822,1.171072675,-0.088575514,-0.021586838,0
-1.590671073,0.557360087,0.024694821,-0.036134432,0.811134046,-0.551617727,-0.529798368,0.036179599,0.790105309,-0.709541631,0.26236446,0.123179461,-0.13029639,0.037196845,0
-2.564908044,1.14865873,3.542976405,-0.422334371,-2.183638711,-0.589364849,-1.819394658,-0.532290829,0.34557304,0.250350491,-1.103022962,0.192136922,0.422338787,-0.285918701,0
2.114377508,0.734713058,-1.163998446,-2.657783435,0.534049212,1.358649424,-0.643665709,-0.515711439,-1.5340071,0.849670969,0.158526409,0.033247366,0.112574452,-0.042861437,0
-0.190732705,-0.275985034,-0.899668373,1.009491931,-0.296922129,0.090341609,-0.500009668,-1.531612888,0.330524752,0.244248576,0.11295367,0.053108669,-0.21721738,0.023328623,0
-1.821499195,-1.918164042,2.667615117,-1.146392257,1.049270804,-3.803953297,2.431792946,-0.753657136,-4.591229729,-0.708966025,0.902466547,0.787422581,0.322523093,0.246577679,1
-0.803212262,1.151979198,2.835889178,0.979349507,0.17558366,0.326308441,-0.517726054,0.914328581,0.686257724,-0.162927962,-0.177284908,0.350214311,-0.094072716,0.019065479,0
-3.258543463,-2.991436809,4.13902129,-4.050124098,-0.513156633,-5.171647359,3.996339401,-1.48915821,-8.732217149,-4.292048895,-0.192651528,0.045788825,0.750969143,0.44954616,1
1.337056749,-0.993491827,-1.240523366,-0.785563232,0.83177816,-0.153632021,0.005396388,0.113017443,0.265207028,0.022523329,0.060238109,0.919834134,-0.068344962,0.002820167,0
-1.383763654,1.718501218,-1.501218253,0.19691924,-0.016326092,0.069164552,1.142994952,0.031623385,0.269154307,1.463703174,0.144089593,0.92295094,-0.117964435,0.06144375,0
-0.267809566,-0.815496788,-0.565566687,0.455716505,0.404919655,-0.921985308,0.880898354,-0.482298055,-0.369385038,0.26340784,0.23186428,-0.018417204,-0.168387144,0.05564246,0
1.18248522,-0.297657441,1.015491364,0.239447996,0.075121071,0.283482191,0.885999363,-2.185898045,1.194275561,0.040494463,-0.152187692,-0.242260442,-0.013684052,-0.008094772,0
1.910745998,-0.90892641,0.055634799,-0.51031209,0.206117196,-0.022199549,0.128773507,0.029407275,0.190688687,0.48337846,0.270083853,-0.66182541,0.012978091,-0.035569864,0
-3.306609751,-1.154886848,-3.325014782,-0.640778693,1.607977095,-1.62952318,0.029048478,-0.268453708,1.46442262,0.467259766,-0.022769582,-0.551646876,-1.592959291,-0.383866938,0
-0.412334688,-2.358232207,-1.25938244,-0.138414595,1.235608598,-1.057140027,-0.327467936,-0.425757221,-0.947073849,0.049125661,0.203368058,0.476094497,-0.218627376,0.000470672,0
2.103318617,-3.421322502,0.434748681,0.766469018,-0.332807184,-0.915625005,1.396509374,0.85561304,-2.465065768,1.03522972,-0.139831795,0.702587327,-0.07617679,-0.02776987,0
-1.375590522,-1.677003448,-2.08214368,0.493290636,0.642130878,1.694263444,0.029240463,-0.396812567,-0.315708864,-0.973923897,0.159864635,0.118146907,0.209514465,0.20534757,0
1.537683602,-2.376851039,0.070196318,0.784965908,-0.289465752,-0.226176148,0.364509795,0.001315545,0.698303834,0.182168929,-0.281998724,-0.516271457,-0.079079022,-0.022666471,0
-4.348037307,-6.419099538,7.144578571,-7.636961372,2.946795073,-5.400026724,5.647093908,2.783256316,-6.76833166,-3.835911013,-0.434416945,0.006427653,0.048012503,-0.646430542,1
-1.252928843,0.367467646,-0.199404905,-0.049719957,0.875775785,-0.43909847,-1.50101121,-0.165230162,0.745473315,0.038537353,0.001504069,0.134408791,0.1192955,0.044486506,0
-0.054628028,-0.08035462,-2.445280189,-0.362200662,0.658968344,-1.544831982,0.339663463,-1.737676186,0.66007133,1.170785101,0.124423405,-0.250552971,0.021143702,0.041371271,0
0.878486119,-0.286149409,0.783250522,0.278277222,-0.004528309,-0.57944189,2.137764953,-0.399306618,-1.003455007,0.379291861,-0.064362313,0.263305189,-0.028100646,0.027448769,1
-10.83709954,-7.870954963,-1.487149009,-3.220027408,5.200660479,5.474734445,-1.655754327,0.771391859,0.458264379,-0.281718142,0.714015403,-0.028259878,-0.821993198,-1.600047004,0
1.991215274,-1.611988352,0.340384877,0.113464765,-0.10119561,-0.234982785,1.411624482,0.36010912,-0.71148382,-0.008127963,0.342161378,0.145777533,-0.062335062,-0.036710272,0
0.91692788,1.435319159,2.609551452,-0.699484236,0.568443732,0.480499729,1.119024519,0.239320021,-0.340470253,-0.902658208,0.075051161,-0.054926724,0.068188223,0.024260923,0
-29.72971067,-30.44047164,6.499542392,-20.0184495,19.49678103,-7.815680213,3.973527937,1.353238619,-4.883849351,-4.663964938,-1.402455875,-0.209505971,1.260645321,0.366236038,1
1.031330037,0.521087944,0.487682123,-0.23975676,0.35853392,-0.268274939,1.070488318,0.392786162,0.340240385,-2.616637341,0.293036775,0.20115695,0.042255187,0.009771781,0
-1.197513778,-6.595822303,5.041383218,-5.517230695,1.303937267,-8.161724039,7.184892761,-0.290655961,-12.96103505,-3.817590185,-0.43838868,1.151448456,1.349098441,0.753292997,1
-5.325813012,0.427928581,2.65396434,0.742696035,-0.025272081,0.450237142,1.127588872,0.12233788,0.446287746,0.205672805,1.295170619,-0.042893753,0.516769708,-0.344732667,0
1.924594474,-1.649046107,1.454050337,0.388975871,-0.250002568,0.084517449,1.099655118,-0.290937581,2.483502539,0.426703802,-0.06262752,-0.524392955,-0.064838787,-0.077719914,0
-0.213150882,-0.525013671,-0.373432479,0.716596231,0.127993167,-0.503812676,-1.20915337,0.109606431,0.726881794,0.242302358,-0.100561358,-0.210594829,0.385504233,0.258696113,0
1.152551281,1.026430667,2.592373332,0.201453714,-0.192179481,0.6417941,0.165134587,0.959314166,0.117908652,-0.770203471,0.20076124,-0.301788124,0.001028482,0.035815663,0
1.190010637,0.396116111,0.633945906,-0.041186314,-0.041364381,-0.100924527,1.725691218,-0.4136485,0.025799244,0.194614436,0.144313086,0.065614108,-0.03087384,0.022371532,0
1.214251221,0.282477863,0.641297736,0.021434963,-0.07608512,-0.332245069,0.188019053,0.399631056,-0.297817262,-0.771929827,0.156970315,0.123523663,-0.005230448,0.027739743,0
-0.195250148,0.1806997,-0.627785592,0.954626083,-0.167397477,-0.084322328,-0.988259295,-0.53409488,0.150655051,-0.701786255,0.081239382,0.144504233,0.355409144,0.153565086,0
2.091701382,-0.63373563,-0.899526434,-0.929265765,0.032196976,0.808964085,0.380044263,-0.09723921,-0.306137284,-1.18261508,0.332646032,-0.565025733,-0.001960243,-0.053509584,0
1.507587226,-0.902787083,-2.495255449,-1.618684565,0.81254639,1.460228385,-0.188080749,0.562475852,-0.248402324,0.357298954,0.120046463,-0.397744285,0.040956866,0.027733642,0
-21.88007124,-25.370139,7.950555042,-26.40353536,-7.379776081,-19.68944689,4.955590488,-0.514704263,-4.854900468,-6.621192877,0.529346605,-0.714970502,-5.354837566,-1.012762922,1
0.666051023,0.902462954,-0.137851114,-0.901339489,0.19427883,0.448713356,0.803210906,-1.624377361,-0.313985702,-0.850924465,-0.242284977,-0.303363261,-0.020414137,0.069361084,0
-0.35163358,1.510023155,-0.239078962,1.142062274,-0.48876923,0.253948807,-0.895952687,-1.036291875,-0.079976697,-0.103125666,-0.183439699,0.083698605,-0.146337611,-0.264768454,0
1.14453583,-5.488036114,4.22655236,-1.345143982,0.113261223,-3.736722904,2.213925393,-0.490181335,-7.519907773,-0.94298023,-0.204253044,0.075727605,0.560169679,0.289735742,1
1.975134563,-0.189124933,0.519080434,-0.488487735,-0.156869455,-0.212552518,-0.705696583,1.717749686,-0.516684863,-0.004238306,0.101040638,-0.221147542,0.05225953,-0.03270171,0
-0.809350947,-0.877427778,-0.925266984,1.037419205,-0.405641429,-0.235737658,0.533621748,-0.324636727,0.784429095,0.071943874,-0.436912595,-0.396081897,-0.073425296,0.082068184,0
-3.934376677,-3.38944211,3.683719547,-3.354964366,1.49114565,-4.25448024,4.072877356,-1.354516933,-5.702637563,-0.964942823,-0.432052674,-0.245628968,1.144718971,-0.150946268,1
-0.846165629,-5.932293443,3.398225077,0.168937441,-1.029273785,-3.422225863,1.846132947,0.227156993,-5.038484391,-0.115343299,-2.046936351,-0.399287494,0.25150949,0.406212357,1
1.193137824,-1.612997095,4.707504689,-0.632742863,0.196264834,-0.324706655,0.867281328,1.472554683,-0.675744527,-0.186476086,0.24011173,0.011660969,0.170973623,0.044446487,1
-2.330502354,1.056402341,1.934346679,-0.734146949,1.449821642,-0.196848504,-2.29247106,0.214756184,0.339391926,0.409154647,-0.304514452,0.219172881,-0.460472277,-0.08114546,0
0.980175461,0.701956839,-1.14598663,-0.385824511,-0.164403192,-1.263817806,-0.199485144,1.254480442,-0.432838847,0.081094899,-0.251952496,0.093795283,0.024588764,0.052332729,0
2.108117232,-1.606128831,-1.141172008,-0.420483692,-0.188562532,1.000466375,0.784632438,0.6380824,0.088651299,-0.645841728,-0.090808472,0.03778683,-0.052737663,-0.060770279,0
-0.289312576,-0.420008755,1.128852885,0.283804243,0.25521037,-0.457493304,-0.55188738,0.473610917,-0.492431465,0.112785026,0.246088229,0.536034968,-0.040388397,0.150374836,0
-3.995490782,-7.146666885,4.265453757,-4.585624729,2.51924199,-7.220431495,5.144074407,0.06261001,-9.698773673,-2.892608455,0.066615968,0.344444904,1.310709828,0.068803405,1
1.909614478,-0.558594654,-1.156909843,-1.397314818,0.742086041,-0.418670548,0.726598582,-0.707714759,0.030667663,-0.523947014,0.350850891,0.609281126,0.022689669,-0.065896485,0
-6.147272853,-8.601860061,4.438377584,-5.739721421,4.432851856,-4.641711052,3.816050618,0.82103782,-4.264084821,-1.31374321,-0.300496576,-0.133029337,0.710528876,0.268613468,1
-3.867080942,-4.85571687,5.115211551,-4.011925835,0.973329497,-6.195792011,5.684904125,0.0383971,-9.988051194,-2.434838555,-0.075463675,-0.103114219,-0.510115719,0.665655309,1
-3.5858032,2.584206451,5.187328286,-0.024241048,-0.008049724,2.431470524,1.116490244,-0.421171755,-0.517897536,0.947147727,1.428241812,0.455063983,-0.347133859,-0.281331856,0
-1.03054451,0.63226637,-0.759455266,1.705450372,-0.822561823,0.075697557,-0.67300414,1.300402994,-0.88762484,-0.0236028,0.079204695,0.401074377,-0.463857501,-0.067141456,0
-8.916891442,-12.95754457,9.163994577,-16.06622845,2.674612091,-11.47655536,9.347731578,1.061399446,-10.94485659,-7.514871606,-9.867491311,0.07688737,1.912224539,-0.490527897,1
-0.765586052,0.497975069,-1.242067583,0.352752677,0.332642481,-1.363375963,0.001523433,1.217814481,-1.423967374,1.229950971,-0.268529304,-0.252862902,-0.286616466,-0.148095697,0
0.38644678,-2.172496382,1.558812496,0.391535621,0.450301518,-1.276288593,2.426756691,-0.601067241,-2.912103107,1.643867809,0.155485699,-0.384942604,0.142701777,-0.061574157,0
-1.189271122,1.723516119,-1.692222738,0.911106954,0.005626807,-1.084008965,-0.98727519,-0.275112408,0.004856387,-0.442313903,-0.040120284,0.279840861,0.143316444,0.110479112,0
1.935399932,-0.195524014,0.357416397,-0.565404705,0.072380082,-0.00276296,1.030759582,0.084352633,0.15138276,0.170376796,0.380465159,-0.641632762,0.036168271,-0.041132385,0
1.089552312,0.121043105,0.76462014,0.095258263,-0.042512227,-0.255380452,-0.759572625,0.106281991,-0.01434098,-1.030787504,-0.13598793,0.411430042,-0.026756011,0.01361194,0
-1.349739696,-0.716024649,2.737784843,5.755381452,-1.912822791,1.964053243,0.510051048,-0.195938357,-1.010320977,-0.135237339,0.588011454,-0.331810585,-0.464768438,-1.476782024,1
1.144603327,0.743771603,0.929933058,-0.255238625,0.052802217,-0.250476105,-0.353953404,-0.642955104,-0.05569152,-1.060453916,0.001708499,0.421894774,-0.001125374,0.011934204,0
1.496383358,0.187557686,-1.493617333,-0.999401844,-0.105627934,1.427307541,-1.344997205,-0.401247683,-0.154276074,0.165843289,0.089328638,-0.427367432,0.021076097,0.023897312,0
0.009445921,-3.190709099,-0.608286323,1.631206071,-0.323937862,-1.326660674,1.759789732,-0.64028346,-3.699097708,2.118442132,-0.268991341,0.118844776,0.47799924,0.240415528,0
-2.099293927,-0.894406894,-0.039122768,0.582503623,0.144733081,-0.735812564,-1.75981656,-0.363495234,1.21551567,-0.073811371,-0.842796465,0.919151323,-0.179797634,-0.348391995,0
-1.51300457,-0.067521033,-3.118295969,0.184108469,0.846753726,-0.110150584,-0.267058153,-0.168193136,-0.23813977,-0.060232276,-0.189098446,0.531531648,-0.549606854,-0.29296061,0
0.814354499,-1.360307695,1.613450611,-0.980162519,0.194603986,-1.994959121,1.032420613,-0.525593345,-2.862899338,-0.981420221,-0.11477352,0.100442462,0.287042795,0.16553686,1
-0.973942841,0.907219237,1.350711452,0.608003584,0.431913541,-0.207561551,1.481844606,0.331294163,1.070681544,0.079362269,-0.226887271,-0.001600612,-0.045287138,-0.027963867,0
1.975142831,-0.253436358,-0.370867133,-0.740954818,-0.218791045,-0.826498154,0.131513396,2.020872065,1.134953675,0.28837627,0.10473583,0.749771116,-0.060837597,-0.053639507,0
-28.62265925,-29.54805746,6.451828565,-19.54330841,18.80992027,-7.929522004,4.167439001,1.227165711,-5.293714372,-4.694236809,-1.324406512,-0.210420149,1.298388159,0.379099039,1
1.893877575,-0.848695091,-0.120374471,-0.933950967,0.598758154,-0.065340208,0.880214541,0.165116685,0.208419219,-0.30265209,0.169328761,-0.162022345,0.075328172,-0.058117847,0
1.267847453,-0.341480897,0.03208564,0.124264994,-0.061369726,0.087250494,0.479425992,-1.111969426,0.797147634,0.382105092,-0.171770723,0.636154901,-0.086604465,-0.015164508,0
1.478894172,0.408400832,-1.287923517,-0.967910547,-0.231074059,1.455232975,-0.594350514,0.163604918,-0.277132204,0.234750028,-0.108405373,0.003084397,0.025531572,0.020926623,0
-4.654134509,-4.613096915,4.129562314,-5.506378101,7.86e-05,-6.092775415,4.255254939,-0.624908979,-7.746642506,-3.565858612,-0.298213365,-0.201681187,0.918021904,0.244832437,1
-0.621907869,0.006171739,-0.153324165,0.339116752,0.454873147,-0.089393425,0.230773964,-1.260221614,0.96950181,0.131499186,0.025697501,0.311324311,0.127640365,0.14264968,0
-0.479536029,-0.578135722,0.199962014,0.599816014,0.175313499,-0.981399237,-0.117033782,-1.540939571,-0.166021789,0.636950594,0.077247002,-0.193427585,0.245973326,0.094706355,0
1.387074454,1.158449477,-1.45435751,-1.901095269,0.257689683,1.429759138,0.192765094,1.220567022,-1.000042713,1.288308561,-0.181402042,0.024091781,0.087155504,0.026395803,0
-1.121965418,0.706985449,-1.398549755,0.246540214,0.216616969,0.90528825,0.980739271,1.395451864,0.272127534,0.355175091,0.370088741,-0.27689927,-0.117932331,-0.048066586,0
0.959941573,0.89980464,2.417830746,-0.052409658,0.194401876,0.753245646,1.59599204,-0.184406055,0.508084825,-0.483976816,0.179720786,-0.33308049,-5.21e-05,0.030387947,0
-1.727148021,1.709943487,-1.06529683,-0.292988311,0.67703795,-0.870515698,-1.062064215,0.060702953,-0.330227552,-0.297785655,-0.055575596,0.78994578,-0.54081634,-0.213339709,0
-2.922540438,-5.369011792,4.628713611,-5.749960894,-1.296348713,-2.88479401,1.366173791,0.721190593,0.459941237,-1.535902746,0.223611986,-0.008737042,-1.187643721,-0.275333551,1
-18.496411,-21.41973024,6.039628284,-14.86745987,12.4443861,-9.037772062,5.962498146,0.081090774,-9.084535376,-4.95810781,-0.401040527,-0.218015286,1.628221535,0.482111685,1
1.170432899,1.131650446,0.26078134,-0.577091848,0.009545155,-0.482244832,-0.675769761,0.666768914,-0.687591035,-0.719519917,0.053368197,0.937525678,-0.033285451,0.019642549,0
-1.01214251,1.054969359,-0.020219367,0.258873767,0.45061575,-0.18753145,-0.772872337,-1.375425032,0.678686847,-0.148407471,0.101813485,0.084890256,0.245199622,0.109095112,0
-1.511897649,-2.589703058,4.490320296,-0.656708494,0.043821675,-3.523154675,2.6361783,0.183345858,-6.20829445,0.917904383,0.414668124,0.182511558,0.243356828,0.275554705,1
-8.1360834,-6.915972961,2.858847309,-12.0577237,-24.16230486,-3.933146854,3.62532421,-1.855739974,-7.445759507,-1.232119937,3.375892359,-0.194787261,0.847073333,0.648099834,1
-4.076725921,-5.257431211,5.791590804,-7.121955323,1.125817755,-7.937724829,5.482576021,-0.640717169,-11.50749479,-6.183136601,-0.372462399,0.131036089,1.409240499,0.440532992,1
-2.821955185,-7.99408048,5.696367928,-5.174977432,1.731571076,-7.141466825,7.311794261,2.215460596,-9.083890746,-2.969624496,-0.206292703,0.118343053,0.132442489,-0.291568357,1
-1.393657575,0.527589755,1.166041376,-0.129705791,0.924487291,-0.090658939,-0.572071812,0.050587066,0.889882295,-0.14744679,-0.028789007,-0.161575551,0.309213303,0.101939308,0
1.248279157,-0.188031037,0.442604402,0.46788094,-0.307698264,-0.074184962,-0.635692153,0.21884575,0.4408192,-0.723773929,0.051998117,0.16532238,-0.070772008,0.010914986,0
-4.450621201,-2.986384181,1.772037424,1.760441662,1.312309143,-0.351633369,-2.207175926,0.50967497,1.203652977,0.029519367,0.194774443,-0.106114736,1.013920616,-0.737232911,0
0.569502404,0.99644651,-0.272286522,-0.576643987,0.19099788,-1.235350921,0.881469223,-0.623035888,-0.344664094,0.477756312,-0.334060044,-0.663756037,0.056628142,0.077627865,0
-0.301709918,0.279757206,-0.315757082,0.376736324,0.409078284,-0.3023857,0.802371449,-0.484303881,0.628072455,-1.137235319,0.074121313,0.408061061,0.173568757,0.161417282,0
-2.55772979,-2.491918618,2.682396832,-1.341986771,1.349104744,-3.379814312,2.104860693,0.290323463,-4.279367832,-1.304191554,0.203569898,-0.208251113,0.507764319,0.056981842,1
-0.670351724,1.389988003,-3.25409768,0.055097801,0.086848879,-0.917420108,0.224211153,0.019437107,-0.115745264,2.082383766,-0.101328864,-0.128035104,0.081335839,0.09923745,0
1.758467361,-0.779661784,-0.222930721,-1.024161092,0.668292828,-0.198640336,0.873708289,-0.449521248,0.142205598,-0.554655554,0.150328452,0.197228476,0.046883516,-0.053618985,0
1.955497399,0.420328967,-0.240489034,-1.603005366,0.254074045,0.79974171,0.499576717,-0.183726099,-0.236159307,2.450923304,0.266694024,-0.293755227,0.087289186,-0.023959945,0
-2.328647821,-5.857442427,4.320428811,-3.744814796,1.755455252,-6.968764412,6.665068841,0.164581848,-8.961193276,-0.588470213,-0.174839683,0.359449006,0.492104009,0.302966736,1
-1.425108986,1.650150435,-0.157284809,1.141917534,-0.412781654,-0.232251384,-0.017342899,-0.476753871,0.053198059,-0.892048573,0.073927789,-0.232196581,-0.057465289,-0.173826989,0
-3.803623985,-4.371432392,4.158924997,-4.400487458,1.54347029,-4.435675176,2.575061258,-1.035976202,-7.83567284,-2.997679231,0.293862229,-0.241211764,-0.764489239,0.461176479,1
-1.534976027,-1.2205463,-0.752443331,0.727634451,-0.007094936,0.329280076,0.70380108,0.348901612,-1.11924252,0.327432413,0.356967138,0.038407455,-0.810176702,0.114247524,0
-0.934994414,0.905540654,1.145540854,0.047612844,0.715328484,-0.016994405,0.495365025,-0.982394451,0.648522672,0.056615024,-0.168652974,-0.228968619,0.168025088,0.111719332,0
-0.440159597,1.70795575,0.042165127,0.756742154,-0.116057952,-0.329584924,-0.024475474,0.458292412,0.065742234,-0.5171723,0.019884674,0.049245198,0.267825559,0.125559317,0
-2.444801743,-6.518689176,4.693728739,-6.83872758,0.805170415,-9.012610749,6.495768992,-0.659222497,-12.85569275,-6.172812474,0.02628873,-0.114832721,1.580275367,0.668114578,1
0.833646524,-1.422263394,4.111501451,-1.841774581,0.38469543,0.077421801,0.998664666,0.929501561,0.901919451,-1.080896503,0.154382021,0.13223149,-0.135429267,-0.087951427,1
-0.352353525,-0.722799456,-0.336481097,1.089566286,0.015706848,-1.484720493,-0.474476151,1.286768484,-0.781788251,0.542459861,-0.063709776,-0.184039315,-0.072175548,0.003441635,0
-9.797099591,-12.85903323,4.270375402,-8.321100788,6.83200847,-6.072506227,2.716654426,-0.551646973,-7.048156414,-2.531709973,-0.177609513,-0.263685748,1.135433878,0.226097154,1
-3.153715076,-5.651674254,2.167735736,-2.151325964,-0.714676074,-4.451743548,4.344508317,1.419824817,-8.031428733,-0.947594051,0.374357542,-0.47342384,-1.1911092,1.028288275,1
-0.894489102,-1.272765385,-0.719765547,1.167414657,-0.006539276,-0.448941582,-1.246450809,0.552406401,0.590488536,-0.60555806,0.327664797,0.63821146,0.183646784,0.157263514,0
-0.453143559,0.514015534,-0.60159317,-0.443637778,0.700666829,-0.613123388,0.127955706,-1.557325245,0.411274963,1.053990442,-0.035882719,-0.360266187,-0.325942988,-0.06424449,0
-0.95674392,1.633019825,-2.529743512,-0.577708322,0.518661364,0.574240543,-0.599694277,0.016880149,-0.075058823,-0.519403186,-0.001163867,-0.513281515,0.186322501,0.058603658,0
-0.966375158,-5.75639147,2.777885516,-1.477540478,0.847602253,-4.004025106,2.37894136,1.729221019,-3.815770381,-0.627186875,0.130502077,-0.411829916,0.143130385,0.136087677,1
-0.971525354,0.672269786,-1.312606919,0.998293063,-0.275903807,-0.80209195,0.959530274,1.335826764,1.192529199,0.575333912,-0.575613995,0.02870848,-0.088769164,-0.081739953,0
-0.221898353,1.502552912,0.465405112,0.785916766,-0.382560539,-0.305277438,0.006973197,0.922653101,-0.669712125,-0.145419015,0.033899047,0.056815514,-0.027171999,-0.043191788,0
1.199816664,-1.823351361,0.939582602,0.54086169,-0.330134849,-1.20868387,0.055480745,0.658478299,-2.121058022,0.818498468,-0.20674213,-0.562010855,-0.026365608,0.043950568,1
0.085250681,0.906809439,-0.487251854,0.314994685,-0.273013024,-0.127378364,-1.325435791,-0.4532315,-0.546101677,0.193138734,-0.087925841,0.435908253,-0.351470248,-0.163100373,0
-27.34933521,-28.56552009,6.382320226,-18.82739876,18.02949249,-8.093951857,4.384896951,1.086497991,-5.767053039,-4.712262101,-0.964097238,-0.205150736,1.327621738,0.385049899,1
-0.247080374,-0.526633723,-0.792947127,0.966274645,-0.121839497,-0.010527096,0.772297864,-0.930014559,-0.976854625,0.343134777,0.125598078,0.089514482,0.048501742,-0.104567076,0
-6.827666802,-9.318661352,5.219156049,-6.886368569,3.705829508,-8.325270261,6.240413804,0.232474204,-11.42147579,-3.518496456,0.021394508,1.003399927,1.348120605,-0.242472156,1
-0.107349622,0.315207985,-1.499039231,0.615545239,-0.228980508,-0.133246671,-1.085354145,1.052852441,-1.323940524,-0.98840761,-0.096198598,-0.610318193,-0.084309207,0.019489194,0
-1.221839771,1.448167546,-0.022121938,0.449296564,0.235160709,0.470372437,1.39338675,0.802663897,-0.528338322,-0.583726159,-0.10693677,0.316020861,0.145758771,-0.191932499,0
-1.711547015,-5.989008127,5.772846063,-1.760513301,0.556572033,-7.412889852,7.403169397,-0.376912869,-11.72414239,0.127504752,-0.728434259,0.33689281,0.894522926,0.56972848,1
1.788482119,-0.285186406,1.397755842,-0.300441301,-0.133206129,0.161292991,-0.810229647,0.909853966,-0.132602841,0.272857686,0.048531436,-0.574754095,0.045280163,-0.012781076,0
1.301840582,-0.106904845,0.247299017,-0.02883191,0.014588717,-0.11432429,-1.227462271,0.650066964,0.163751276,-0.546597325,-0.014615435,0.20993446,-0.015058319,0.002904036,0
-2.220144707,-2.463147733,-0.619039061,-0.467679247,1.54916859,-0.642412041,-0.206971302,0.842833294,0.238362508,1.509823427,-0.121729612,-0.110517465,-0.209536284,0.13941636,0
