D,H,J,K,L,M,N,P,Q,R,U,V,X,b,fraud
8.206707006,-7.165786765,-13.35180584,4.463697643,-10.82107869,0.533966752,-5.331090924,-7.464341973,-12.53113387,-4.503671491,-4.690775509,2.890431307,0.177064732,-0.39507202,1
4.287769039,7.065551391,-6.032555297,2.650824866,-6.052579266,-0.5089866,-6.908534226,-4.033931172,-6.939217482,-2.521731217,0.934579193,-0.901702971,-0.03348932,0.222634428,1
0.431391142,0.820575585,-0.949126021,-0.528530333,1.452830061,1.274930237,0.071647267,-0.637340528,0.694004325,-1.052667554,0.181082746,0.54688649,0.484840155,-0.050204584,0
-0.337781672,-0.201749263,0.229731252,0.094146853,-0.291479288,-1.828870097,1.31278697,-0.166077354,-0.654421309,0.370748603,0.126097226,0.365870107,-0.105701879,-0.094672768,0
5.402078474,-2.2068512,-2.468973267,1.736423804,-3.711113623,0.282132713,-4.718625761,-2.946755093,-3.172785128,-1.241490889,-0.440118097,1.197244358,-0.282915424,0.522964505,1
-2.456030005,0.732269581,1.473859929,-0.241956011,-1.024704817,0.508890285,-0.163191791,-0.069891709,0.007966748,0.408831495,-0.233316354,-0.553971657,0.984635284,0.024049324,0
4.52600779,0.635381703,-3.024576076,1.346400697,-2.356422172,0.989469519,-4.869745386,-2.753810013,-3.05489803,-0.964117868,1.178928763,-0.040341271,-0.176842239,-0.707455071,1
-1.332285405,-0.27845776,-1.102418471,0.046304114,0.381620295,-0.608909713,0.67090733,-0.991944808,0.284618909,-0.670116893,0.076270994,0.003090002,0.133447669,0.027281213,0
6.419572885,18.34568272,-8.006461813,4.298500504,-6.001924132,1.141956421,-5.570734218,-5.486288742,-11.58245957,-4.714702453,1.802289632,-2.065124477,0.165581342,0.387785795,1
0.639646227,-0.357469529,0.252309337,-1.449257416,-0.354075455,-0.608323155,0.187171316,-1.191946613,0.061293903,0.9082275,-0.132275285,-2.359311698,-0.14638269,0.150662107,0
8.287271178,4.167708572,-11.76297312,7.427236227,-14.07785657,0.643205012,-14.91730534,-12.17693019,-22.19932386,-7.906756165,2.369339428,0.795794538,0.514242542,0.379343171,1
-0.653285894,0.896487157,0.499326045,-0.075275843,-0.244603054,0.063886883,0.26479669,0.118817442,-0.564983857,0.185425329,-0.290068277,-0.763690076,1.00758968,0.240524228,0
0.499095433,-0.431288462,-0.36508022,0.401050681,0.565437137,1.36534531,-0.759111306,-0.136813409,0.197758765,-0.3178733,-0.184440039,-0.329005527,0.710801476,-0.06248116,0
1.001880191,0.56870474,-0.158328766,0.335039349,0.193390582,-1.101464421,0.055611461,0.085130345,-0.170403547,0.847158958,0.212192034,0.026707413,-0.004592566,0.159253343,0
11.87493621,0.735928335,-13.13104355,9.876243636,-14.1387125,0.747347718,-13.87993135,-8.007265567,-12.04055604,-4.789807562,-2.353511471,1.05178544,-1.041687959,-1.409353079,1
-1.426767718,-0.433002543,1.349512211,-0.737836023,0.291498226,0.601766567,0.098732605,-0.736380091,-0.582605384,-0.514187997,0.015989042,0.780372042,0.721333063,0.847001696,0
-0.626518402,-0.28493635,0.84111143,-1.471464091,0.015932358,0.980998405,0.097985582,-1.236198939,-0.440608483,0.751219811,-0.635068907,-1.514247442,0.0032295,-0.039101289,0
1.29019313,0.429709521,-0.088305696,0.873710155,0.460758005,-1.554811927,0.191964847,0.068222181,-0.131065889,0.19289973,0.071942732,0.067994344,-0.019403676,0.042158439,0
1.743279098,0.79194042,-0.726901817,1.36730092,-1.581859791,0.019922621,0.746585442,-0.783937759,1.378480945,0.096008889,0.055971741,0.804801763,-0.306500698,0.024067374,0
5.50979402,-4.143614754,-0.164975635,4.186872006,-5.115807091,-1.184009446,-8.466879809,-2.196789577,-3.49485832,-0.115015375,4.90672748,-1.42169165,0.08877976,1.325923895,1
-0.724981276,-0.117456764,0.279650325,-0.54098165,0.095568424,0.4207217,-1.409432814,0.219626766,0.268160857,-0.323769229,-0.495896088,-0.836551706,0.560961575,-0.246595975,0
-0.427769433,0.210779265,-1.218274736,1.186172961,0.586946886,0.21718793,-1.013473581,0.535769399,0.313083415,0.686186726,0.087284965,-0.228402432,0.636321443,0.097169733,0
-1.945731635,0.932642766,-0.915568216,-0.658952595,-0.0321565,-0.280781478,-0.123968033,0.359062166,-0.708971018,-0.303251641,-0.231640118,-0.802961082,1.034475376,0.133074195,0
1.79977603,-0.234286726,-1.700995274,3.35307931,-3.158327849,-0.361330858,-1.388247656,1.224952731,3.362825775,2.249025373,-0.316004462,-0.683985237,0.101930485,0.078658607,0
0.291839041,0.204656109,-0.524784606,-0.68802089,0.300572534,-0.712611229,-0.366883674,-0.366797062,0.465411908,-0.982650969,-0.150681454,-0.40973451,0.147517344,0.027776728,0
4.247470791,6.504117682,-6.124849621,2.809384276,-6.284554553,-0.611795453,-7.243366155,-4.1976918,-7.148822337,-2.547518532,0.927001028,-0.825964602,-0.038807332,0.231770916,1
0.99746684,0.07904921,0.03548726,-1.079742955,-0.531451226,-0.851030535,0.495650917,0.243188822,-0.467930925,-0.228055185,-0.112909896,-0.319429691,-0.81903752,0.012923788,0
-0.969765223,-0.171921696,0.728268946,-1.139433843,-0.078388858,1.71673127,-0.770729695,1.518525153,-0.345162863,-0.887270915,0.375193081,1.174754317,-0.580499775,-0.046403117,0
-1.379146917,0.366234154,-1.334557496,0.520188119,1.218155961,-0.210887279,0.128574194,-2.262407108,1.489035754,-2.508871003,-0.095788892,0.147390571,-0.898228822,-0.00351853,0
-2.583597774,-0.065107972,-0.643438218,1.220955095,0.96429438,-0.79007009,0.30518792,-2.413940023,0.246156479,1.985822749,-0.245084789,-0.230063423,0.512018454,0.036203071,0
1.306922773,0.675008902,-3.856566646,3.290339351,-3.950136137,0.882853828,-5.277423986,-4.450514147,-8.673002463,-2.349298756,1.051533619,1.439642974,-0.205893186,0.039913047,1
-0.889060821,-0.031658884,-0.271363472,0.299727932,1.020595014,0.832333524,0.114732276,0.221575574,-0.914272859,-0.199108862,-0.242859049,-0.506224443,-0.786604557,0.080840362,0
-1.339631604,-4.139823361,-0.956500744,-0.520278151,2.098162381,-0.219826051,1.272390411,1.802702337,1.953934267,1.425848888,7.739487858,-3.357614489,-0.092342467,-0.029008034,0
-0.494414816,-0.373388624,0.996607031,-1.640454706,-1.110829764,-1.501882353,0.745184547,-1.948078561,0.147482136,0.890411347,-0.297056073,-0.359752515,0.473387055,-0.077027051,0
0.486341069,-0.223701799,-0.318415222,-0.600263152,0.631012104,1.635881362,-0.58897985,0.663283832,-0.381843992,-0.181313389,-0.328097488,-0.879802867,-0.473815642,0.024903009,0
8.704865314,-19.15261534,-20.22157317,3.74831416,-11.25173989,-1.515819917,-1.252570555,-8.047474747,-17.3176608,-7.248194462,-11.4014502,5.214778578,0.468183334,-0.380720576,1
-0.601918347,-0.041355014,-0.695850658,-0.605981114,0.684689102,0.761611178,0.079858465,-0.445019239,-0.093057454,-0.995922321,-0.111383785,-0.269894294,1.130997851,-0.146240099,0
2.308616284,0.47264089,0.778917879,1.382877014,0.216113383,-0.96584802,0.51595815,0.585224553,-0.392594873,-0.191734852,0.241002376,0.658374815,-0.300858287,0.011858892,0
-2.152059586,-0.417092383,-1.152017098,-0.769283022,0.11453571,-0.026638756,0.029407538,-0.440510312,-0.757403608,0.192332146,0.028855506,0.471348455,-0.106177946,-0.018515566,0
0.630401275,-0.04600424,-0.425790308,-0.079505968,-2.096476343,2.046673853,1.135635662,0.294891889,0.227692818,0.247672248,0.059118362,0.418825437,0.609300481,-0.031892701,0
0.012926801,-0.174860698,0.134694658,0.828079153,1.439165679,1.254318124,0.413406995,0.026904539,-0.955161356,0.382479896,0.279870545,0.967418413,0.288828293,-0.064561625,0
-1.826050552,0.010518676,0.302782675,1.329580673,-0.616170417,-1.26405867,0.267014718,1.518336055,-0.141739827,-1.264089812,-0.143958571,-0.79044489,0.43189478,0.098732424,0
3.515984657,-0.371695309,-3.925568351,2.916962542,-3.298575496,0.340222313,-4.931112332,-2.612864902,-6.644882512,-1.806090948,-0.304791714,0.260855764,-0.024411574,-0.015038891,1
3.661077001,-0.352018328,1.521270131,-1.926934576,-0.564342247,-0.102474886,0.548594804,0.451335615,-0.790419836,-0.481542367,0.082060708,0.26373652,-0.712267724,-0.07068508,0
-0.304888985,0.008363984,0.79295328,-1.10062054,0.019216819,0.438454009,-0.463481919,-0.827052068,-0.382426897,1.388269712,-0.316178395,-0.302046302,0.029404452,-0.031730477,0
-3.226383107,1.046784215,0.465324101,-0.673394312,-0.631404467,-0.264431653,-1.587664172,0.822623578,-0.027663513,-1.405935351,0.104691844,0.732542656,0.725914253,-0.525801709,0
0.38451796,0.250858404,0.447780934,-1.178396106,0.831559753,0.153183838,-1.4441302,-1.91805462,0.687144052,0.942709427,-0.214069757,0.360311853,0.985543299,-0.016963685,0
3.636728282,2.417028766,-5.825644425,3.384903849,-5.69981572,0.282495162,-5.464245174,-5.854653291,-11.10951811,-3.462616156,1.021671443,0.418957132,-0.538445017,-0.292358415,1
0.119189779,-0.305189244,4.601818704,0.48316902,-0.334572136,-0.57249426,-2.25330831,-0.356352468,0.344775404,0.887954054,-0.934980773,0.072722365,-0.596907287,1.143921873,0
5.545379854,-0.224106207,-4.011806761,3.591500591,-6.803158159,0.723891848,-8.008131655,0.648052126,3.448606427,1.818749999,-0.068083553,-0.663979621,-0.895910855,0.300189699,1
0.801085569,-0.148477375,-0.252397737,2.467649282,-1.81797401,1.035202678,2.087492534,0.379459298,0.206266281,0.275127387,-0.274879689,-0.709990329,0.461356744,0.007045712,0
-0.403437156,-0.098756141,1.075706983,0.523678816,0.1148312,-0.940090537,0.441440742,-1.290508427,-0.236518409,1.500394301,-0.281498744,-0.295775948,0.056633588,-0.066668072,0
-1.25834447,-0.017928002,1.542536418,1.28404168,-0.408759803,-0.00489156,-0.157019456,0.029155395,0.230308287,0.825948296,0.087253931,0.274118023,0.521423746,0.043441522,0
-0.86877341,0.674132704,-1.101664759,1.379605479,-1.99576357,1.443348922,1.369630004,-0.195783514,0.481856465,-0.118143282,0.200365577,0.961906359,-0.954208187,0.154266823,0
-1.521922469,0.115531535,1.447352592,-0.094881757,-1.638825731,-0.731056556,0.264394005,-0.563142815,0.450624385,1.180610026,-0.079112789,-0.305649175,-0.8843382,0.067323612,0
0.190098788,0.247187682,-0.319783329,0.421783963,0.564524781,-1.150111258,-0.120723459,0.24439204,-0.156616964,0.131886989,-0.125472708,-0.532169234,0.067016557,0.024715225,0
1.868903106,0.444830171,-0.358554936,-2.684540801,0.327849348,-0.225454571,-1.161510288,0.106172332,-0.327137276,0.603049939,0.291488754,0.488351656,0.006135305,0.048709091,0
-0.636632201,-0.154576577,-1.155643176,-1.805035221,0.066086634,0.574746224,-2.670436936,0.353469587,0.310391671,0.488336425,0.055571147,0.74950932,0.053425351,-0.310013847,0
3.312509408,0.897008528,-4.698251088,3.010739516,-5.063016287,-1.429841656,-6.928019872,-3.522882435,-2.194825535,-0.703742273,0.606882837,0.104074761,-0.013324453,-0.090636627,1
3.717603195,2.412353899,-5.87969155,3.650766209,-5.833271855,0.200015049,-6.317737024,-5.702278224,-10.53910407,-3.152680757,0.975132391,0.253203724,-0.603518267,-0.167697433,1
-0.968432307,-0.088622719,0.838177353,0.061563901,0.256711003,0.787873623,0.213477304,-0.755754701,-0.768155371,1.769672932,-0.391455892,-0.756465097,-0.963802351,-0.010347576,0
-1.197324912,0.603187768,-0.857463893,-0.535079239,0.593063943,-0.28110199,0.428701486,-0.12783326,-0.516725833,0.509576352,0.181292091,0.64668114,-0.154987828,0.137551537,0
-0.348064335,-0.203903011,-2.307189961,-0.710844605,-3.19399812,1.224800134,-0.025731454,0.236745369,1.427141667,0.884724658,-0.173518912,-0.806785328,-1.287751837,0.171680628,0
3.681201514,-0.059634208,1.440185383,-2.075624572,-0.854466981,-0.890478093,0.365081415,0.919010469,-0.852451336,-0.490795341,-0.318029087,-0.920768226,-0.814560502,-0.053646225,0
0.302369485,-0.060258865,-0.227762506,-0.88054778,1.081975354,1.482349833,-0.319559901,0.253622422,-0.751863693,-0.210368197,-0.16528232,-0.393757698,0.465189702,-0.016467651,0
-1.161072804,-0.108938526,0.940208386,0.475847599,-0.170228355,-0.101448608,0.218031106,1.313293607,-0.24119926,-1.05043499,-0.010496612,-0.321676538,0.067993744,-0.052888112,0
-1.322339969,0.126755624,1.441435524,1.70616066,0.30355684,1.125335131,-0.446252514,-0.16325991,0.388697717,0.249301578,0.041980347,0.228161251,0.220475413,0.048191533,0
4.223423706,6.27109986,-6.179673989,2.873841895,-6.391284522,-0.653228849,-7.385930936,-4.261679933,-7.239233641,-2.550563531,0.92297544,-0.776556425,-0.047757936,0.231367997,1
5.709089131,0.078713643,-4.067807729,3.388275387,-4.540899708,-0.060256913,-10.49363292,0.190101002,0.450693207,0.836368884,0.101961024,-0.837457149,0.423283842,0.339198753,1
-0.227415016,-0.360722437,0.383072611,-0.574792304,0.016251682,1.434043108,-0.500197398,1.390719231,-0.023975583,-0.990004183,0.866795249,0.897372795,0.020152288,0.08752939,0
-2.730922329,-0.503159522,-0.475201861,-1.063655542,0.424138501,0.367132005,0.492224885,-2.768947264,0.097130411,1.293142212,-0.15248254,-0.149842542,0.279061886,-0.021814777,0
2.863772038,-4.07620452,0.507257694,0.637433104,0.581577225,0.200495661,-0.222603549,-1.234669521,1.445390067,-1.779489266,0.350607029,0.88442677,-0.488813189,-0.397822989,0
-0.810527625,-0.455122689,-0.868599987,1.745590734,-2.131500693,2.229553238,0.274161036,-0.062373631,0.973371108,0.798990095,-0.234000723,-0.018271292,0.026163837,-0.04755369,0
0.115038711,-0.223526791,-0.216504979,-0.012132919,0.840787852,1.289189776,-0.082018899,0.448754685,-0.461128307,-0.650072657,-0.20574351,-0.663839774,0.456603906,0.024175374,0
0.257000009,0.268273019,-0.037002663,-0.621704615,0.336230113,-0.197721577,-0.026789992,-0.359785305,0.297938883,-0.632148849,-0.242728265,-0.284769143,0.759304233,0.196487968,0
7.536360496,3.762274443,-11.90972945,7.201527852,-14.02810481,0.468477284,-13.53358858,-12.58483007,-23.10823055,-9.044301866,2.073678128,-0.097008429,0.540021557,0.451757902,1
0.289943056,0.509940676,-0.698030661,0.906445126,0.569556687,-1.055020389,-0.094803163,0.152080608,-0.357981736,0.113543995,0.120599121,0.365151434,0.197550249,0.112595625,0
-0.595803815,-0.019051896,0.590851256,1.377963684,0.082022634,0.192258765,0.138163338,1.151876088,0.173222417,-1.154394796,0.422597375,0.324481897,-0.257562633,0.06185542,0
-0.783441539,-0.021784607,1.112753124,0.28588172,0.981652962,0.395321302,0.02439953,0.080832361,-0.728132375,-0.231868639,-0.280283203,-0.206426079,-0.437242499,-0.104382596,0
3.368143435,0.192965404,-0.884956393,1.562764558,-0.246847732,-0.059650457,-4.442619963,1.982324338,2.746204528,2.501231254,0.002367417,-0.148468695,-0.343417393,0.074890498,1
-0.883062172,-0.041324973,0.70830119,-0.797567571,-0.519092143,0.507087359,-0.501006928,1.38758047,-0.04117014,-0.967035258,0.446794393,1.109787819,0.648603113,-0.022956899,0
1.904677674,0.461243627,-0.286171525,-2.206133623,0.33365588,-0.709131092,-1.085414012,-0.071333861,-0.091169239,0.421567209,0.245365752,0.641956457,0.594949729,0.030573814,0
-0.0741821,-0.144525895,0.01903944,1.20186652,0.694491182,-0.286487313,0.670923036,0.431090834,-0.555899886,-0.359691178,-0.387497099,-1.331527993,0.012729932,-0.001754143,0
1.205684993,0.138773872,0.03400146,0.903698853,1.219960097,0.049752496,0.203829751,-0.43929105,-0.118071847,-0.398935232,-0.063381667,0.007276985,-0.2812817,0.004687631,0
4.467240482,1.185376906,-10.60529287,7.380673735,-11.88617679,-0.482628502,-14.47773097,-11.08777115,-17.37356683,-6.73471394,2.042681905,-0.142845509,0.145418559,0.825558127,1
2.642111036,0.593425573,-4.10064751,2.274709764,-3.141881003,-0.014956213,-5.065132517,-1.597156271,-4.321990979,-1.123905158,1.012948035,-0.528689025,-0.150425147,0.118774779,1
0.454676683,0.074399515,-0.463456086,0.371959783,-0.218307365,-1.636611936,-1.253893489,0.562252446,0.857220716,1.062404751,-0.04084783,0.065821058,0.08338408,-0.042501267,0
1.708937912,-0.012095963,-1.533059356,0.683358963,-1.681280289,-1.035145218,-2.539131118,-0.922108668,-1.273805501,-0.295309318,0.284828834,-0.593082458,-0.53300432,-0.038246407,1
0.987915627,-3.043120405,-0.407681278,-1.102754885,-0.128062592,-0.629114541,1.292519973,-0.716568774,0.001743103,-0.098771667,-0.962827301,1.416807683,-0.096280097,0.290115616,0
4.630607488,-7.083549739,-4.028689928,2.071665609,-5.830214056,2.278718054,-1.752207318,-4.036132663,-5.825380118,-2.00830926,-3.090721739,1.69794618,-0.227902763,0.215841556,1
-0.925148158,-0.074917205,-1.083513911,-0.88582685,0.692360764,1.272188346,-0.405228873,0.549404403,-0.86795363,-0.492388502,-0.079821527,-0.512800759,-0.019405744,0.164310763,0
1.392100996,0.257960501,-0.061643581,-0.341665514,0.348301633,-0.094827948,0.081898278,-1.281447475,0.818923293,-0.788210593,-0.045611422,0.27611924,0.424993011,-0.134744265,0
0.60928056,0.178434951,-0.24260327,-0.242856068,0.74493974,1.747686972,-0.286746646,0.654969483,-1.339142263,1.40985334,0.141606821,0.813845304,-1.366228267,-0.049234559,0
0.625397428,-0.126164103,-0.069503926,-0.521992335,-0.622060653,-1.531364958,0.625276082,0.409672205,-0.300784139,-0.318029905,-0.22551468,-0.961650271,0.352700488,0.030068738,0
4.333763239,0.394447495,2.188352494,2.004311364,-0.175387859,0.130957019,-2.782577669,-0.136449784,2.658830499,-0.098858855,-0.471177123,-0.591764706,-1.810020043,0.100752119,0
0.154813266,0.112207123,-0.402031295,2.653980659,-2.054220257,0.520844418,2.210370499,-0.193862837,0.832738633,-0.471952507,-0.039513314,-0.013336442,-0.286226831,-0.014055612,0
3.238382455,0.451508317,0.234933948,-0.002383798,0.132779655,-1.73571651,-0.054917739,0.251656822,0.010187474,0.18257009,0.432500003,-0.022126135,-0.285125398,0.126647762,0
4.740434312,-1.716238909,-8.072521784,4.489040889,-6.749571439,-0.859422024,-8.220112744,-5.459547475,-9.215240052,-3.111883173,-1.427993282,0.764739937,-0.667073898,0.278708448,1
0.609686496,-0.273645448,0.464537551,0.405199075,0.177327261,-0.391950753,0.973015097,-0.591388672,-0.540893736,0.470047717,0.347704475,1.008389611,0.300450911,0.259600545,0
0.376515736,0.238184539,-0.148954356,0.060272014,0.744870863,-0.0241898,0.09074233,0.117283694,-0.427417561,-0.220405989,-0.220807718,-0.761331859,-1.275578224,0.009657607,0
2.131523562,-0.296057031,0.703737078,-1.795787892,-0.185823305,1.250941943,-0.315772216,0.932712459,-1.438772996,-0.631592314,-0.182080054,-0.438512944,0.001862842,-0.198111576,0
5.071050801,-1.415795442,-2.735604325,5.025759194,-7.420966555,1.219953925,-4.741135891,-2.062456199,-4.801508894,-0.975117077,-0.803221044,0.112869824,0.105619913,-0.730232113,1
-2.065132854,0.007398305,-1.418049417,-1.290597159,-0.653540486,-1.627194144,-0.274802201,-0.149558246,-0.582895511,0.601440993,-0.116288069,0.036441824,-0.183182082,-0.09380359,0
0.489902347,-0.240618514,-0.842559881,1.070158862,-0.417586134,-1.364109179,-2.02539164,0.731688901,1.80086346,1.358092087,-0.066031841,-0.072704345,-0.007003281,-0.030810046,0
-2.746125549,0.502254412,-0.932022202,0.206334669,0.177191121,-0.049246556,0.414039134,-0.666129042,-0.472439915,-0.001225413,-0.374253551,-1.166662452,0.974715667,-0.020491892,0
-0.295227118,-0.637426441,-0.625662357,-0.564812001,-0.379889851,0.10357342,-1.090083425,-0.085313471,0.276877691,0.715068707,0.304186579,1.117613636,-0.161662534,0.025154515,0
1.01628518,0.226321489,-0.488992967,-0.266279853,0.617026431,0.979722277,0.404972743,-0.270519269,0.010617278,0.092124954,0.328814792,0.908881979,0.764883285,0.105576809,0
0.002691715,-0.087297483,-0.581335186,-0.520323475,-0.676636264,-0.277307597,-1.71795944,1.116667994,0.015633576,1.179604866,0.259970086,0.949532419,-0.10737955,-0.060619679,0
1.812959336,-0.023794596,1.207344585,-1.431663913,-1.191030587,-1.429050905,0.310296055,0.917959286,-0.399205311,-0.554843242,0.168412571,0.486963322,0.698748928,-0.086253013,0
1.144312287,0.449902539,-0.807457665,0.95333525,1.429308432,1.011133151,0.188504165,-0.304590864,0.051946615,0.270981537,0.084181994,-0.320776825,0.30188436,0.103328786,0
-1.46677266,-2.622037816,-2.057964817,0.685346815,1.291965187,-0.775979069,0.744086482,0.111668335,-0.559192147,0.712330151,-1.023068985,0.454281037,0.01943879,0.295195983,0
0.900950223,-0.422536867,-1.243796311,-0.191060209,-1.460808687,-2.066972729,-2.419970262,0.986514359,2.337565538,1.161814344,-0.02630625,-0.481686551,-0.37145738,0.029972708,0
6.910525417,6.261661546,-13.4823681,7.398862835,-13.0317375,0.994477157,-14.51579524,-11.49248856,-20.04734113,-7.584775826,2.225084262,-0.373084885,0.425681808,-0.151508351,1
0.339518819,-0.067811906,-0.703397072,0.784542146,0.286560383,-1.272594078,-1.190825497,0.366988421,0.890093984,0.811932245,-0.222607091,-0.510162187,-0.492584261,-0.029891546,0
-1.073729395,0.547536927,-0.32022916,-0.3279506,-0.362759167,-0.307077939,0.404262034,0.17303084,-1.156499308,0.171084432,0.032723728,-0.053479675,0.995838942,-0.110463382,0
7.411753651,1.180409613,-5.790862134,4.258733769,-7.479119391,-0.232018832,-12.5219867,-2.975228025,-3.625732779,-0.603728276,0.594439859,-0.544772694,-0.697162737,0.263388514,1
3.183123426,0.141946322,-0.039982512,0.02968455,-1.653236584,2.200325821,0.492237984,0.067263501,0.743632282,-0.253676884,-0.233851707,-0.064066187,0.695460755,0.034159062,0
1.446147636,-0.114471747,-1.929660716,0.304743081,-0.586573751,-0.467226163,-3.191014452,-0.564598437,1.315526527,0.76012043,0.14050948,-0.007227056,-0.164705415,0.055775318,1
3.610004852,0.647321639,-2.966120593,3.089818568,-3.322370071,0.710472729,-5.756493634,-1.748868461,-4.937836704,-1.065638663,0.510539751,0.108303588,-0.912196849,0.309762225,1
1.060213726,-0.156316493,0.323755274,-0.165444708,0.59637232,-0.282814813,-0.52998723,-0.722531825,-0.38674287,0.023391422,-0.459831666,-0.896073644,-0.872386078,-0.085966336,0
-0.659286944,-0.400161927,-0.775876007,0.939915981,0.228033468,0.484193802,-3.267826405,0.468503081,1.178338296,1.344588553,-0.088045037,0.517604453,-0.029195741,-0.108909023,0
2.415218605,0.828433629,-2.759006883,1.095423845,-4.421666128,-1.356461487,-3.287665354,-3.16193114,-5.543337851,-1.704991287,0.624377748,0.556797301,0.363730213,0.132289122,1
3.249049334,-2.554384324,-0.008226543,-0.652001615,0.651928038,0.613908312,0.210102675,-0.125988104,0.442011243,-0.542196692,-1.645371267,-0.572899471,0.383985698,0.199913047,0
-0.704398098,-0.138254916,0.581285474,-0.572906714,0.155630724,1.020696026,0.016158643,-1.419747196,0.038578044,0.338186841,-0.552005266,-1.203337921,-0.412478566,0.013650868,0
0.83789368,0.922631621,-0.472801574,0.002052699,1.766455925,0.549054429,-1.114292368,-0.591616732,0.353665527,-0.610558702,0.405940536,0.921207228,-0.833288603,0.016685725,0
3.79924149,0.073147902,0.946818096,-0.870158398,-2.121723335,3.530343387,0.77064389,1.323160539,-0.574174384,0.446264709,0.047279122,0.537200412,0.001623463,-0.033733127,0
-0.543367483,-0.222479507,0.726757263,-0.720176273,-0.85623709,-0.990237341,0.414595526,-1.268710108,0.060112598,1.032799786,-0.389235425,-0.742824325,0.381086141,0.005516188,0
-0.484039749,0.805143169,-0.216917873,0.131560596,-0.028191045,0.011265457,-0.113167885,0.81266365,-0.495515789,0.166249785,-0.343336709,-1.147928268,0.946065304,0.023448589,0
1.159807301,0.053688018,-0.087027339,-0.373875012,0.520863975,0.862903975,-0.286219403,0.735296126,-0.802284545,0.527425566,0.270187763,0.83728063,0.424631874,0.047938627,0
-0.254004254,-0.406746978,0.759044245,-1.238435617,-0.133318947,-0.255982301,0.404357384,-2.007164816,0.012366755,0.824908031,-0.475632172,-0.741339909,-0.166988644,-0.056189985,0
1.349077169,-0.285374242,-0.602287003,0.156687117,0.467980731,0.643005801,-1.638893771,0.577479761,0.599261392,0.651791167,0.164261018,0.159865329,0.068840137,-0.020802228,1
1.369860658,2.138320834,-0.132889072,-1.027393065,-0.145722864,-0.771044557,1.142360555,0.584286738,0.62809002,0.70098598,0.356868453,0.701059046,0.088267837,-0.0452265,0
0.254208743,-0.309340163,-0.746385275,1.496928269,-1.993586104,2.578939319,0.66153102,-0.159503879,0.980875251,-0.559125395,-0.40289346,-0.599569111,0.312714931,-0.128853192,0
3.401024047,1.346572304,-4.779990777,3.55561525,-7.474236943,-0.821727524,-8.276964664,-5.653207442,-9.77120381,-3.643048859,0.904830091,0.596086728,0.003519921,0.29708692,1
-0.195036825,0.600184961,-0.208165732,1.379953011,1.00316815,0.606856147,-0.108309367,0.456585258,0.040149116,-0.027321571,-0.177041777,-0.518618142,-0.350857043,0.078711636,0
1.209749278,0.275096085,-0.168685892,0.901598677,0.249258075,-1.290854911,0.452447963,-0.966849375,0.46328772,-0.042776762,0.0370796,0.227589099,0.016152566,0.099691803,0
2.44887956,0.884825179,-5.0265257,3.643861674,-2.664400165,0.360905991,-5.373921715,-3.882478537,-4.180647255,-0.618234478,1.095730497,0.558712571,0.31166054,0.244227233,1
-1.045050419,-0.240579841,-0.744228597,-0.868313287,0.556778818,1.007426466,-0.155301299,0.041345661,-0.620615232,-0.890706405,-0.3468623,-0.858268454,-0.069527122,0.067834261,0
-0.832187281,0.738102177,-0.780781255,0.153968816,-0.546465681,-0.190179005,-0.974680069,0.652441133,0.33052002,0.754181544,-0.098751798,-0.406682518,0.932562162,0.10914979,0
9.689288331,7.414297703,-13.11635505,7.20494608,-16.13212411,0.4450931,-12.39560072,-10.75801565,-18.37177416,-6.997927571,2.667193126,0.005801786,0.461900011,-0.307406958,1
3.320336883,-37.35344264,-5.052502367,4.406805524,-4.610756477,-1.90948797,-9.072710934,-6.211557482,-6.248145353,-3.149246695,27.20283916,-8.887017141,-0.639434802,0.939407363,1
1.455972496,1.497972084,-6.360442494,2.428055746,-4.992627066,-0.236721986,-7.158534366,-3.475381279,-4.71999669,-1.516741677,0.888250699,0.340174295,-0.18774918,0.232404009,1
4.002531486,-0.221154607,-0.123980358,1.731074223,-0.273563849,0.540415817,-3.83814452,2.299365781,2.273818897,1.914071068,-0.122858169,-0.373956813,-0.103788811,0.031781872,0
5.334019836,2.051005546,-13.18521089,9.229227665,-18.19527067,-0.78248313,-15.37090046,-13.02570698,-21.3072589,-7.444112368,2.076383707,0.478041846,0.432853142,1.039160912,1
1.198620156,-0.199003603,0.437220417,0.347606884,0.627630985,-0.823089357,0.792124881,-0.372115417,-0.484275642,0.001125216,0.036333913,0.276448147,-0.41288444,-0.075269406,0
6.101075085,13.06965862,-8.893482291,5.789299431,-8.173735492,0.192817631,-8.702570936,-7.008564535,-13.55030978,-4.949401693,1.74879072,-1.38175214,0.119240092,0.480718085,1
-1.906283208,0.242163442,1.641377357,-0.14482088,-0.00712337,1.519807985,-0.90545403,0.50403852,-0.461931759,1.14082443,-0.109065182,0.177424089,-0.30822695,-0.039813745,0
-0.52899011,1.221802385,2.194645389,-0.345499288,0.091936936,-0.394771099,0.430453093,-1.263152597,0.139418387,-0.491290976,-0.071782708,0.369408209,0.690851624,0.561472733,0
-1.386256903,0.024388094,1.519496207,-1.235602586,-1.353528452,-0.586045605,-0.603841112,0.038081409,0.327458306,0.460332181,-0.12242442,0.035624838,-0.018831445,-0.025224831,0
